ee1e07ec-4186-43f6-82de-bad440fcdd44,7/13/2021 18:07:07,ObtainLoot,Your Character,Byakko Totem,1,0
ebd86781-0a0f-45b0-a4e1-82e6678e4a78,7/13/2021 18:07:11,AddLoot,,Byakko's Cane,1,0
180862ed-4bad-4df0-8c60-a85f2f091ea4,7/13/2021 18:07:11,AddLoot,,Auspicious Kamuy Fife,1,0
4dcd340f-333a-41e0-aeb0-d7097331275b,7/13/2021 18:07:13,CastLoot,Maybe Leion,Byakko's Cane,1,0
a5a0d66f-8ad3-45dc-a30e-2130fa78b7f8,7/13/2021 18:07:14,CastLoot,Maybe Leion,Auspicious Kamuy Fife,1,0
6d0a8c04-d301-4876-9ea3-5f0957f46215,7/13/2021 18:07:14,CastLoot,Luwu Xp,Auspicious Kamuy Fife,1,0
7a92455e-8034-4121-8c00-46fb6a0dd9ea,7/13/2021 18:07:14,CastLoot,Karou Cookiepouch,Byakko's Cane,1,0
74a46c2c-c885-4e20-9bdf-70a5cec9df3b,7/13/2021 18:07:14,CastLoot,Kazane Shiba,Byakko's Cane,1,0
5beace30-9fe0-4a91-af61-8e10b98bbea2,7/13/2021 18:07:14,CastLoot,Your Character,Auspicious Kamuy Fife,1,0
bed56cee-2d57-42b5-ac4e-2e36db73f70a,7/13/2021 18:07:14,CastLoot,Amye Wyldheart,Auspicious Kamuy Fife,1,0
7c1cb2fe-6244-4987-9134-03785a751b15,7/13/2021 18:07:15,CastLoot,Luwu Xp,Byakko's Cane,1,0
90b45ec3-c69a-45df-b71c-d1231ce2e724,7/13/2021 18:07:15,CastLoot,Kazane Shiba,Auspicious Kamuy Fife,1,0
bfe34eb1-e67b-4cea-9633-edea9ddff5e6,7/13/2021 18:07:16,CastLoot,Karou Cookiepouch,Auspicious Kamuy Fife,1,0
33a18c8e-bf26-4f93-81d7-17c4a98fd352,7/13/2021 18:07:16,CastLoot,Your Character,Byakko's Cane,1,0
9044f998-d275-4871-a746-e1157d7a6423,7/13/2021 18:07:17,CastLoot,Amye Wyldheart,Byakko's Cane,1,0
4eeab3a2-ce98-4fc6-ad97-83cb129ce093,7/13/2021 18:07:17,CastLoot,Kame Ha,Auspicious Kamuy Fife,1,0
7ad3490e-69be-4be7-9f1f-fa6f5cb52f04,7/13/2021 18:07:18,CastLoot,Akito Zuta,Auspicious Kamuy Fife,1,0
464823ed-d761-4a1f-ae8f-5996a89f5153,7/13/2021 18:07:18,NeedLoot,Your Character,Auspicious Kamuy Fife,1,56
21b098ac-da63-45bc-bce0-e734e810340d,7/13/2021 18:07:18,NeedLoot,Karou Cookiepouch,Auspicious Kamuy Fife,1,75
0a71d60f-301a-4b19-8fa7-a0742c3a8065,7/13/2021 18:07:18,NeedLoot,Maybe Leion,Auspicious Kamuy Fife,1,21
1f6ca975-0720-495f-9e14-579059f3ff59,7/13/2021 18:07:18,NeedLoot,Amye Wyldheart,Auspicious Kamuy Fife,1,80
34b34b07-6c57-4af8-90fb-48e08faa8193,7/13/2021 18:07:18,ObtainLoot,Amye Wyldheart,Auspicious Kamuy Fife,1,0
7c56bd31-b4fc-4fb3-8a7e-21e3da7d038e,7/13/2021 18:07:18,CastLoot,Kame Ha,Byakko's Cane,1,0
acdc3d56-8f41-4d52-b7d6-9c6f2f59805c,7/13/2021 18:07:20,CastLoot,Akito Zuta,Byakko's Cane,1,0
b3cb2c3b-e3e3-40f3-ba6c-0d2104da9912,7/13/2021 18:07:20,NeedLoot,Kame Ha,Byakko's Cane,1,3
bdf3c4e8-f20b-4f28-9dce-fc916224e9fe,7/13/2021 18:07:20,ObtainLoot,Kame Ha,Byakko's Cane,1,0
42f5d7dd-bea2-4e4f-a58f-61ceb6bb3bbf,7/13/2021 18:15:14,ObtainLoot,Your Character,Byakko Totem,1,0
aa8bfce9-3f0d-47cb-b9d6-af3ae66937a2,7/13/2021 18:15:18,AddLoot,,Byakko's Stone Sword,1,0
0a8a4fc5-a96c-41e2-afa2-50f184ecd985,7/13/2021 18:15:18,AddLoot,,Byakko's Shield,1,0
edd29f88-836f-4a89-bd9c-1dc68ce42c36,7/13/2021 18:15:20,CastLoot,Maybe Leion,Byakko's Stone Sword,1,0
4a15d5fc-f2aa-416d-9fc4-6d23bb856073,7/13/2021 18:15:20,CastLoot,Luwu Xp,Byakko's Stone Sword,1,0
caee33da-e490-4e5b-a009-39e7a7aeb370,7/13/2021 18:15:20,CastLoot,Kame Ha,Byakko's Stone Sword,1,0
e2d24243-a96f-429d-a26f-47675838890d,7/13/2021 18:15:21,CastLoot,Amye Wyldheart,Byakko's Stone Sword,1,0
6433078c-b022-4334-a93a-12657dd4096c,7/13/2021 18:15:21,CastLoot,Luwu Xp,Byakko's Shield,1,0
36304e88-b324-4d34-b5b7-83ee6bb67685,7/13/2021 18:15:22,CastLoot,Your Character,Byakko's Stone Sword,1,0
bc72645e-bd18-4722-900f-8dda28a4642d,7/13/2021 18:15:22,CastLoot,Kame Ha,Byakko's Shield,1,0
